"sku","name","nb_produits_commandes","nb_produits_factures","nb_produits_rembourses","nb_produits_annules","nb_produits_envoyes","num_commande","date"
"1509741","SMOOZ-Master wellington 100x70cm l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000033566","2018-08-10 14:04:21"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000033578","2018-08-11 05:59:00"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000033578","2018-08-11 05:59:00"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033586","2018-08-11 12:00:47"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033638","2018-08-13 09:25:44"
"1509717","SMOOZ-Peluche éléphanteau bras en corde l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033641","2018-08-13 10:13:40"
"1509715","SMOOZ-Peluche chouette aux longues pattes l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033641","2018-08-13 10:13:40"
"1509714","SMOOZ-Peluche renard cou de girafe l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033641","2018-08-13 10:13:40"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033642","2018-08-13 10:33:50"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000033654","2018-08-13 12:58:18"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000033670","2018-08-13 16:13:31"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","0.0000","000033670","2018-08-13 16:13:31"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033674","2018-08-13 17:55:10"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000033685","2018-08-13 22:36:48"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033685","2018-08-13 22:36:48"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033696","2018-08-14 08:18:42"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033696","2018-08-14 08:18:42"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033732","2018-08-14 20:24:47"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033741","2018-08-15 07:18:31"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","1.0000","0.0000","0.0000","000033771","2018-08-15 17:38:08"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033797","2018-08-16 08:52:22"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000033797","2018-08-16 08:52:22"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1509426","Renard rose l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1509425","Hippopotame rose l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1509715","SMOOZ-Peluche chouette aux longues pattes l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1509424","Hippopotame bleu l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1509717","SMOOZ-Peluche éléphanteau bras en corde l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033834","2018-08-16 19:11:09"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","1.0000","1.0000","0.0000","1.0000","000033872","2018-08-17 14:44:12"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","1.0000","1.0000","0.0000","1.0000","000033915","2018-08-18 15:04:28"
"1509717","SMOOZ-Peluche éléphanteau bras en corde l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000033944","2018-08-19 10:46:22"
"1471145","Fauteuil Havane l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000033945","2018-08-19 10:53:31"
"1509717","SMOOZ-Peluche éléphanteau bras en corde l Prix exclusivité Web l 2+1 gratuit","2.0000","2.0000","0.0000","0.0000","2.0000","000033948","2018-08-19 11:24:36"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","5.0000","5.0000","0.0000","0.0000","5.0000","000033965","2018-08-19 17:55:25"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","5.0000","5.0000","0.0000","0.0000","5.0000","000033965","2018-08-19 17:55:25"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000033987","2018-08-20 09:56:44"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034010","2018-08-20 14:39:44"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000034010","2018-08-20 14:39:44"
"1509760","SMOOZ-Corbeille haute D 40cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034021","2018-08-20 18:32:47"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034052","2018-08-21 11:32:13"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034072","2018-08-21 17:02:11"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034083","2018-08-21 21:53:23"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","2.0000","0.0000","0.0000","2.0000","0.0000","000034090","2018-08-22 05:55:26"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034100","2018-08-22 08:47:05"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034100","2018-08-22 08:47:05"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034100","2018-08-22 08:47:05"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034111","2018-08-22 11:19:21"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000034125","2018-08-22 14:16:55"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","4.0000","0.0000","0.0000","0.0000","0.0000","000034125","2018-08-22 14:16:55"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000034125","2018-08-22 14:16:55"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000034128","2018-08-22 16:21:37"
"1436369","Maison de toilette ""chatons"" l Prix exclusivité Web","2.0000","0.0000","0.0000","0.0000","0.0000","000034128","2018-08-22 16:21:37"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","3.0000","2.0000","0.0000","0.0000","2.0000","000034128","2018-08-22 16:21:37"
"1509741","SMOOZ-Master wellington 100x70cm","2.0000","2.0000","0.0000","0.0000","2.0000","000034129","2018-08-22 16:35:27"
"1509741","SMOOZ-Master wellington 100x70cm","1.0000","1.0000","0.0000","0.0000","1.0000","000034136","2018-08-22 18:48:03"
"1509760","SMOOZ-Corbeille haute D 40cm","1.0000","1.0000","0.0000","0.0000","1.0000","000034159","2018-08-23 14:52:52"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000034175","2018-08-24 05:42:31"
"1509760","SMOOZ-Corbeille haute D 40cm","2.0000","2.0000","0.0000","0.0000","2.0000","000034175","2018-08-24 05:42:31"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1509714","SMOOZ-Peluche renard cou de girafe l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1509717","SMOOZ-Peluche elephanteau bras en corde l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1509713","SMOOZ-Peluche tigre l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1509718","SMOOZ-Peluche singe ventre a balle l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034192","2018-08-24 12:43:00"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000034193","2018-08-24 13:14:11"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034194","2018-08-24 13:22:37"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","3.0000","3.0000","0.0000","0.0000","3.0000","000034219","2018-08-24 21:42:45"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","0.0000","000034425","2018-08-29 17:23:41"
"1509760","SMOOZ-Corbeille haute D 40cm","1.0000","1.0000","0.0000","0.0000","0.0000","000034441","2018-08-30 08:03:32"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000034543","2018-09-02 06:42:44"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000034547","2018-09-02 08:04:23"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034658","2018-09-04 18:46:34"
"1296473","Chaise métal avec coussin","15.0000","15.0000","0.0000","0.0000","15.0000","000034675","2018-09-05 09:26:08"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034690","2018-09-05 14:21:35"
"1509713","SMOOZ-Peluche tigre l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034693","2018-09-05 15:55:40"
"1509717","SMOOZ-Peluche elephanteau bras en corde l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034705","2018-09-05 20:45:14"
"1509718","SMOOZ-Peluche singe ventre a balle l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034705","2018-09-05 20:45:14"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034705","2018-09-05 20:45:14"
"1476098","SMOOZ-Arbre chat 3 niveaux bambou l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034769","2018-09-07 10:54:23"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034825","2018-09-08 13:53:40"
"1509427","Renard bleu l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034846","2018-09-09 09:11:44"
"1509426","Renard rose l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034846","2018-09-09 09:11:44"
"1509425","Hippopotame rose l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000034846","2018-09-09 09:11:44"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","0.0000","000034874","2018-09-09 19:56:44"
"1432366","Toile coton pour siège papillon l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","0.0000","000034874","2018-09-09 19:56:44"
"1509741","SMOOZ-Master wellington 100x70cm","1.0000","1.0000","0.0000","0.0000","1.0000","000034983","2018-09-13 13:46:14"
"1398304","Dalle de parasol 15 kg noir l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000035057","2018-09-16 08:36:05"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000035084","2018-09-17 05:26:43"
"1509741","SMOOZ-Master wellington 100x70cm","1.0000","0.0000","0.0000","0.0000","0.0000","000035084","2018-09-17 05:26:43"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035156","2018-09-18 15:23:19"
"1509741","SMOOZ-Master wellington 100x70cm","1.0000","1.0000","0.0000","0.0000","1.0000","000035247","2018-09-21 08:56:56"
"1509717","SMOOZ-Peluche elephanteau bras en corde l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000035247","2018-09-21 08:56:56"
"1398216","Chaise pivoine","4.0000","4.0000","0.0000","0.0000","4.0000","000035252","2018-09-21 12:44:08"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035291","2018-09-23 08:11:36"
"1432366","Toile coton pour siege papillon l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035291","2018-09-23 08:11:36"
"1470176","Fauteuil Scandi l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035367","2018-09-24 16:51:41"
"1432366","Toile coton pour siege papillon l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035390","2018-09-25 16:03:57"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000035422","2018-09-26 12:38:54"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035602","2018-09-29 21:10:14"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000035653","2018-09-30 18:35:29"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000035704","2018-10-01 13:23:16"
"1509424","Hippopotame bleu l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000036079","2018-10-08 04:25:06"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web l 2+1 gratuit","1.0000","1.0000","0.0000","0.0000","1.0000","000036079","2018-10-08 04:25:06"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","0.0000","000036097","2018-10-08 13:36:29"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036171","2018-10-10 12:52:54"
"1509717","SMOOZ-Peluche elephanteau bras en corde l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036182","2018-10-10 15:43:34"
"1509715","SMOOZ-Peluche chouette aux longues pattes l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036182","2018-10-10 15:43:34"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036182","2018-10-10 15:43:34"
"1476109","SMOOZ-Coussin ouatine pop 55cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036258","2018-10-12 20:21:32"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036297","2018-10-13 10:31:36"
"1470176","Fauteuil Scandi l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036319","2018-10-13 12:49:09"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036431","2018-10-14 15:17:25"
"1476117","SMOOZ-Tapis plat pop assortis 100x75cm l Prix exclusivité Web","1.0000","1.0000","1.0000","0.0000","1.0000","000036591","2018-10-17 09:12:48"
"1470176","Fauteuil Scandi l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036606","2018-10-17 14:42:03"
"1432364","Tonnelle en métal Alec l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000036741","2018-10-22 10:26:58"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036743","2018-10-22 11:10:38"
"1476109","SMOOZ-Coussin ouatine pop 55cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036759","2018-10-22 15:53:57"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036759","2018-10-22 15:53:57"
"1509740","SMOOZ-Master wellington 80x60cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036771","2018-10-23 06:53:35"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000036789","2018-10-23 15:43:45"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","2.0000","0.0000","0.0000","2.0000","0.0000","000036791","2018-10-23 16:07:06"
"1432366","Toile coton pour siege papillon l Prix exclusivité Web","2.0000","0.0000","0.0000","2.0000","0.0000","000036791","2018-10-23 16:07:06"
"1476105","SMOOZ-Corbeille haute tendance D40cm l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000036845","2018-10-24 20:21:12"
"1476105","SMOOZ-Corbeille haute tendance D40cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036846","2018-10-24 20:28:23"
"1476109","SMOOZ-Coussin ouatine pop 55cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000036851","2018-10-25 09:22:38"
"1509713","SMOOZ-Peluche tigre l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000036898","2018-10-26 07:58:34"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","3.0000","3.0000","0.0000","0.0000","3.0000","000036929","2018-10-27 07:16:26"
"1432366","Toile coton pour siège papillon - couleur taupe l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000037170","2018-10-31 08:59:11"
"1432365","Armature siège pliant PAPILLON sans toile l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000037170","2018-10-31 08:59:11"
"1509714","SMOOZ-Peluche renard cou de girafe l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000037267","2018-11-01 19:15:32"
"1464430","SMOOZ-Boite a croquette chat rouge 2,7l l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000037271","2018-11-01 20:57:22"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","2.0000","2.0000","0.0000","0.0000","2.0000","000037317","2018-11-02 15:31:01"
"1509425","Hippopotame rose l Prix exclusivité Web","3.0000","3.0000","0.0000","0.0000","3.0000","000037325","2018-11-02 17:19:41"
"1509740","SMOOZ-Master wellington 80x60cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000037611","2018-11-09 08:38:29"
"1509716","SMOOZ-Peluche cerf l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000037703","2018-11-12 16:45:00"
"1476111","SMOOZ-Coussin ouatine pop 80cm l Prix exclusivité Web","1.0000","1.0000","0.0000","0.0000","1.0000","000037757","2018-11-14 07:19:17"
"1509757","SMOOZ-Plaid Dublin bleu l Prix exclusivité Web","1.0000","0.0000","0.0000","1.0000","0.0000","000037806","2018-11-15 10:57:04"
"1509713","SMOOZ-Peluche tigre l Prix exclusivité Web","3.0000","3.0000","0.0000","0.0000","3.0000","000037868","2018-11-16 14:17:11"
"1509714","SMOOZ-Peluche renard cou de girafe l Prix exclusivité Web","2.0000","0.0000","0.0000","0.0000","0.0000","000037960","2018-11-18 17:27:37"
"1509718","SMOOZ-Peluche singe ventre a balle l Prix exclusivité Web","1.0000","0.0000","0.0000","0.0000","0.0000","000037960","2018-11-18 17:27:37"
