attribute_code;options_code;label_marketing;info
1010_TAI;1010_TAI_3637;10 mmx15/25 cm;
1010_TAI;1010_TAI_3647;10 mmx25 cm;
1010_TAI;1010_TAI_3663;10 mmx25/40 cm;
1010_TAI;1010_TAI_3642;10 mmx30 cm;
1010_TAI;1010_TAI_3643;10 mmx35 cm;
0207_DMMAF;0207_DMMAF_1840;10 mottes;
0306_FSC;0306_FSC_1205;10 pieds;
0207_DMMAF;0207_DMMAF_206;10 pots ø 10-11 cm;
1001_CONT;1001_CONT_38;10 tablettes;
0306_FSC;0306_FSC_102;10 tiges;
1007_PUI;1007_PUI_9;10 w;
1010_TAI;1010_TAI_2119;10 x 10 cm;
1010_TAI;1010_TAI_260;10 x 10 x 44;
1010_TAI;1010_TAI_261;10 x 11 mm;
1010_TAI;1010_TAI_262;10 x 17 cm;
1010_TAI;1010_TAI_263;10 x 2 m;
1010_TAI;1010_TAI_265;10 x 3 cm;
1010_TAI;1010_TAI_264;10 x 3,5 x 48 cm;
1010_TAI;1010_TAI_2118;10 x 30 cm;
1010_TAI;1010_TAI_267;10 x 4 m;
1010_TAI;1010_TAI_266;10 x 42;
1010_TAI;1010_TAI_3728;10 x 42 cm;
1010_TAI;1010_TAI_2121;10 x 60 cm;
1010_TAI;1010_TAI_196;10, 5 cm;
1010_TAI;1010_TAI_195;10, 50 cm;
1010_TAI;1010_TAI_197;10, 8 cm;
1010_TAI;1010_TAI_3563;10,3 x 25,8 x 4 mm;
1010_TAI;1010_TAI_3561;10,3 x 31,5 x 4 mm;
1010_TAI;1010_TAI_4329;10,4 x 10,4 h10 cm;
1010_TAI;1010_TAI_4331;10,4 x 10,4 h7 cm;
1010_TAI;1010_TAI_4234;10,4 x 10,4 h7,4 cm;
1010_TAI;1010_TAI_194;10,46m²;
1003_LIT;1003_LIT_16;10,5 litres;
1010_TAI;1010_TAI_2016;10.46m²;
1010_TAI;1010_TAI_3581;10.5;
1010_TAI;1010_TAI_2538;10.50 cm;
1010_TAI;1010_TAI_198;10/12 ans;
0103_FPEP;0103_FPEP_100;10/12 branches;
0206_FMAF;0206_FMAF_180;10/12 fleurs;
0103_FPEP;0103_FPEP_110;10/15 branches;
0304_TSC;0304_TSC_20;10/15 cm;
0306_FSC;0306_FSC_120;10/15 feuilles;
1010_TAI;1010_TAI_3905;10/20 cm;
1010_TAI;1010_TAI_199;10/40 mm;
1010_TAI;1010_TAI_3534;10+;
1010_TAI;1010_TAI_67;100;
1010_TAI;1010_TAI_207;100 cm;
1006_POI;1006_POI_20;100 g;
1007_PUI;1007_PUI_6;100 l/h;
1003_LIT;1003_LIT_19;100 litres;
1010_TAI;1010_TAI_208;100 litres;
1010_TAI;1010_TAI_209;100 m;
1010_TAI;1010_TAI_210;100 m Ø 1,3 mm;
1010_TAI;1010_TAI_211;100 m Ø 1,6 mm;
1001_CONT;1001_CONT_7;100 ml;
1003_LIT;1003_LIT_20;100 ml;
1010_TAI;1010_TAI_212;100 mm;
1007_PUI;1007_PUI_7;100 w;
1010_TAI;1010_TAI_213;100 x 100 cm;
1010_TAI;1010_TAI_2675;100 x 100 ep 3.6 cm;
1010_TAI;1010_TAI_2655;100 x 100 x 3 cm;
1010_TAI;1010_TAI_214;100 x 30 cm;
1010_TAI;1010_TAI_215;100 x 30 x 40 cm;
1010_TAI;1010_TAI_3500;100 x 30 x 40 cm;
1010_TAI;1010_TAI_2550;100 x 32 cm x 38 cm;
1010_TAI;1010_TAI_2486;100 x 38 x 46 cm;
1010_TAI;1010_TAI_2556;100 x 39 x 52 cm;
1010_TAI;1010_TAI_216;100 x 40 cm;
1010_TAI;1010_TAI_217;100 x 40 x 40 cm;
1010_TAI;1010_TAI_2877;100 x 40 x 40 cm;
1010_TAI;1010_TAI_218;100 x 40 x 45 cm;
1010_TAI;1010_TAI_219;100 x 46 x 33;
1010_TAI;1010_TAI_2416;100 x 46 x 33 cm;
1010_TAI;1010_TAI_220;100 x 50;
1010_TAI;1010_TAI_221;100 x 50 cm;
1010_TAI;1010_TAI_222;100 x 50 x 45 cm;
1010_TAI;1010_TAI_2041;100 x 50 x 50 cm;
1010_TAI;1010_TAI_223;100 x 50 x 80 cm;
1010_TAI;1010_TAI_2293;100 x 50 x 80 cm;
1010_TAI;1010_TAI_224;100 x 56 x 68 cm;
1010_TAI;1010_TAI_225;100 x 60 x 66 cm;
1010_TAI;1010_TAI_201;100 x 65 cm;
1010_TAI;1010_TAI_2256;100 x 65 cm;
1010_TAI;1010_TAI_3622;100 x 65 cm;
1010_TAI;1010_TAI_226;100 x 70;
1010_TAI;1010_TAI_2409;100 x 70 cm;
1010_TAI;1010_TAI_202;100 x 70 x 12 cm;
1010_TAI;1010_TAI_2257;100 x 70 x 12 cm;
1010_TAI;1010_TAI_3662;100 x 70 x 12 cm;
1010_TAI;1010_TAI_227;100 x 70 x 70 cm;
1010_TAI;1010_TAI_2365;100 x 70 x 70 cm;
1010_TAI;1010_TAI_228;100 x 75 mm ;
1010_TAI;1010_TAI_229;100 x 80 x 71 cm;
1010_TAI;1010_TAI_2380;100 x 80 x 71 cm;
0304_TSC;0304_TSC_260;100/110 cm;
0204_TMAF;0204_TMAF_250;100/125 cm;
1010_TAI;1010_TAI_203;100/150 cm;
1010_TAI;1010_TAI_204;100µ 2 m x 250 ml;
1010_TAI;1010_TAI_205;100µ 3 m x 170 ml;
1008_QUA;1008_QUA_25;1000;
1006_POI;1006_POI_19;1000 g;
1001_CONT;1001_CONT_62;9CL;
1003_LIT;1003_LIT_17;1000 litres;
1003_LIT;1003_LIT_18;1000 ml;
1010_TAI;1010_TAI_206;1000 ml;
1008_QUA;1008_QUA_45;1000 pièces;
1007_PUI;1007_PUI_5;1000 w;
1010_TAI;1010_TAI_1982;100m d1.3 mm;
1010_TAI;1010_TAI_1983;100m d1.6 mm;
1010_TAI;1010_TAI_92;100m rond d1.6 mm;
1010_TAI;1010_TAI_4568;100x150 mm;
1010_TAI;1010_TAI_2286;100x30 cm;
1010_TAI;1010_TAI_2283;100x40 cm;
1010_TAI;1010_TAI_4442;100x45x40 CM;
1010_TAI;1010_TAI_2223;100x50 cm;
1010_TAI;1010_TAI_3669;100x50 mm;
1010_TAI;1010_TAI_2378;100x60x66 cm;
1010_TAI;1010_TAI_68;101;
1010_TAI;1010_TAI_231;101 cm;
1010_TAI;1010_TAI_2551;101 x 32 cm x 39;
1010_TAI;1010_TAI_232;101 x 68,5 x 75,5 cm;
1010_TAI;1010_TAI_2377;101 x 68,5 x 75,5 cm;
1010_TAI;1010_TAI_230;10-15 cm;
1010_TAI;1010_TAI_235;102 cm;
1006_POI;1006_POI_22;102 g;
1010_TAI;1010_TAI_236;102 x 70 x 65,5 cm;
1010_TAI;1010_TAI_2349;102 x 70 x 65,5 cm;
1006_POI;1006_POI_21;1020 g;
1010_TAI;1010_TAI_233;10-20 kg;
1010_TAI;1010_TAI_234;10-25 mm;
1010_TAI;1010_TAI_237;103,5 x 63 cm;
1010_TAI;1010_TAI_2386;103,5 x 63 cm;
1010_TAI;1010_TAI_4560;104 cm;
1010_TAI;1010_TAI_239;104 x 45 x 62 cm;
1010_TAI;1010_TAI_238;1047 mm;
1006_POI;1006_POI_24;105  kg;
1010_TAI;1010_TAI_240;105 cm;
1010_TAI;1010_TAI_241;105 cm;
1010_TAI;1010_TAI_4028;105 cm x 29 cm;
1010_TAI;1010_TAI_242;105 x 71 x 77;
1010_TAI;1010_TAI_243;105 x 95 x 168 cm;
1010_TAI;1010_TAI_2338;105 x 95 x 168 cm;
1006_POI;1006_POI_23;1050 g;
1007_PUI;1007_PUI_8;1050 l/h;
1010_TAI;1010_TAI_244;107 cm;
1010_TAI;1010_TAI_245;107 x 73 x 30 cm;
1010_TAI;1010_TAI_246;108 cm;
1006_POI;1006_POI_199;1080 g;
1006_POI;1006_POI_232;1080g dont 5 gratuit;
1002_COU;1002_COU_1479;RAYE VERT;
1006_POI;1006_POI_26;10k g;
1010_TAI;1010_TAI_3565;10mm2;
1008_QUA;1008_QUA_66;10x100g + 2x100g gratuit;
1006_POI;1006_POI_242;10x100g+2 gratuit;
1010_TAI;1010_TAI_3536;11;
1007_PUI;1007_PUI_217;11  w;
1010_TAI;1010_TAI_268;11 barreaux;
1010_TAI;1010_TAI_269;11 cm;
1010_TAI;1010_TAI_297;11 cm;
0207_DMMAF;0207_DMMAF_1000;11 litres;
1010_TAI;1010_TAI_270;11 marches;
1010_TAI;1010_TAI_298;11 mm;
1010_TAI;1010_TAI_271;11 mm x 1,20 m;
1010_TAI;1010_TAI_3616;11 mm x 1,20 m;
1010_TAI;1010_TAI_3860;11 mm x 120 cm;
1010_TAI;1010_TAI_3862;11 mm x 150 cm;
1010_TAI;1010_TAI_272;11 mm x 22/32 cm;
1010_TAI;1010_TAI_273;11 mm x 22/32 cm;
1010_TAI;1010_TAI_2263;11 mm x 25/40 cm;
1010_TAI;1010_TAI_3600;11 mm x 25/40 cm;
1010_TAI;1010_TAI_4874;6000;
1010_TAI;1010_TAI_3593;11 mmx22/32 cm;
1007_PUI;1007_PUI_13;11 w;
1010_TAI;1010_TAI_299;11 x 11 cm;
1010_TAI;1010_TAI_3044;11 x 11 x 11;
1010_TAI;1010_TAI_300;11 x 11 x 11 cm;
1010_TAI;1010_TAI_3046;11 x 11 x 12;
1010_TAI;1010_TAI_301;11 x 1200 mm;
1010_TAI;1010_TAI_302;11 x 1200 mm;
1010_TAI;1010_TAI_303;11 x 20 cm;
1010_TAI;1010_TAI_304;11 x 29 cm;
1010_TAI;1010_TAI_305;11 x 33;
1010_TAI;1010_TAI_2651;11 x 33 cm;
1010_TAI;1010_TAI_306;11 x 37 cm;
1010_TAI;1010_TAI_307;11 x 60;
1010_TAI;1010_TAI_3733;11 x 60 cm;
1010_TAI;1010_TAI_308;11 x 900 mm;
1010_TAI;1010_TAI_275;11,03 m²;
1006_POI;1006_POI_27;11,2  kg;
1010_TAI;1010_TAI_3945;11,21m²;
1010_TAI;1010_TAI_276;11,5 cm;
1010_TAI;1010_TAI_277;11,5 x 3,5 x 31 cm;
1010_TAI;1010_TAI_2204;11,5 x 8 x 19,5 cm;
1006_POI;1006_POI_255;11,5KG;
1003_LIT;1003_LIT_22;11,6 litres;
1010_TAI;1010_TAI_2011;11.03m²;
1010_TAI;1010_TAI_4002;11.5;
1010_TAI;1010_TAI_3535;11+;
1010_TAI;1010_TAI_281;110 cm;
1006_POI;1006_POI_28;110 g;
1008_QUA;1008_QUA_72;110 gr;
1007_PUI;1007_PUI_11;110 l/h;
1003_LIT;1003_LIT_23;110 litres;
1003_LIT;1003_LIT_24;110 ml;
1008_QUA;1008_QUA_38;110 mm;
1007_PUI;1007_PUI_12;110 w;
1010_TAI;1010_TAI_282;110 x 100 cm;
1010_TAI;1010_TAI_2807;110 x 110 cm;
1010_TAI;1010_TAI_283;110 x 130 x 210;
1010_TAI;1010_TAI_2564;110 x 35h215;
1010_TAI;1010_TAI_4139;110 x 40 x h90 cm;
1010_TAI;1010_TAI_4558;110 x 70;
1010_TAI;1010_TAI_3972;110 x 75;
1010_TAI;1010_TAI_284;110 x 75 cm;
1010_TAI;1010_TAI_285;110 x 85 cm;
1010_TAI;1010_TAI_286;110 x 95 x 108;
0304_TSC;0304_TSC_270;110/120 cm;
1007_PUI;1007_PUI_10;1100 w;
1010_TAI;1010_TAI_2315;1100 x 30 cm;
1010_TAI;1010_TAI_278;1100 x 32 mm;
1010_TAI;1010_TAI_2004;1100 x 40 mm;
1010_TAI;1010_TAI_279;1100 x 450 x 730 cm;
1010_TAI;1010_TAI_280;1100 x 550 x 730 cm;
1010_TAI;1010_TAI_2440;110x100 cm;
1010_TAI;1010_TAI_4181;110x95x108 cm;
1010_TAI;1010_TAI_287;111 x 80,5 x 33,5 cm;
1010_TAI;1010_TAI_2329;111 x 80,5 x 33,5 cm;
1006_POI;1006_POI_29;112 g;
1010_TAI;1010_TAI_288;112 x 80 x 80 cm;
1010_TAI;1010_TAI_2366;112 x 80 x 80 cm;
1006_POI;1006_POI_30;113 g;
1006_POI;1006_POI_31;113 g;
1010_TAI;1010_TAI_4175;114 x 15 cm;
1010_TAI;1010_TAI_289;114 x 68 x 10 cm;
1010_TAI;1010_TAI_290;115 cm;
1010_TAI;1010_TAI_2297;115 cm;
1008_QUA;1008_QUA_73;115 gr;
1003_LIT;1003_LIT_25;115 litres;
1003_LIT;1003_LIT_26;115 ml;
1010_TAI;1010_TAI_291;115 x 67 x 70;
1010_TAI;1010_TAI_4184;115 x 67 x 70 cm;
1010_TAI;1010_TAI_292;115 x 84 x 84;
1010_TAI;1010_TAI_4185;115 x 84 x 84 cm;
1010_TAI;1010_TAI_293;118 cm;
1003_LIT;1003_LIT_27;118 ml;
1010_TAI;1010_TAI_294;118 x 58,5 x 51,5 cm;
1010_TAI;1010_TAI_2355;118 x 58,5 x 51,5 cm;
1010_TAI;1010_TAI_295;118 x 63 x 68 cm;
1010_TAI;1010_TAI_2745;118 x 77 cm;
1010_TAI;1010_TAI_296;119 x 58 x 61 cm;
1010_TAI;1010_TAI_2332;119 x 58 x 61 cm;
1010_TAI;1010_TAI_2424;11x11x11 cm;
1008_QUA;1008_QUA_12;12;
1010_TAI;1010_TAI_12;12;
1006_POI;1006_POI_36;12  kg;
1006_POI;1006_POI_188;12  kg ;
1006_POI;1006_POI_190;12  kg ;
1006_POI;1006_POI_191;12  kg ;
1006_POI;1006_POI_202;12  kg dont 2 gratuits;
1006_POI;1006_POI_189;12  kg ;
1005_PAR;1005_PAR_453;CALISSON;
1008_QUA;1008_QUA_28;12 ampoules;
1008_QUA;1008_QUA_41;12 boules;
0306_FSC;0306_FSC_125;12 brins + 3 roses;
1010_TAI;1010_TAI_309;12 cm;
1010_TAI;1010_TAI_343;12 cm;
0207_DMMAF;0207_DMMAF_210;12 godets 7 cm;
1003_LIT;1003_LIT_34;12 litres;
1010_TAI;1010_TAI_344;12 litres;
0207_DMMAF;0207_DMMAF_1010;12 litres;
0207_DMMAF;0207_DMMAF_1015;12 litres déco.;
1001_CONT;1001_CONT_21;12 m3;
1010_TAI;1010_TAI_3096;12 m³;
1008_QUA;1008_QUA_59;12 millions;
1010_TAI;1010_TAI_345;12 mm;
1010_TAI;1010_TAI_310;12 mm x 1,2 m;
1010_TAI;1010_TAI_311;12 mm x 1,20 m;
1010_TAI;1010_TAI_312;12 mm x 20/30 cm;
1010_TAI;1010_TAI_313;12 mm x 20/30 cm;
1010_TAI;1010_TAI_314;12 mm x 22/32 cm;
1010_TAI;1010_TAI_315;12 mm x 22/32 cm;
1010_TAI;1010_TAI_4566;12 mm x 22/32cm;
1010_TAI;1010_TAI_316;12 mm x 25 cm;
1010_TAI;1010_TAI_2224;12 mm x 25 cm;
1010_TAI;1010_TAI_3607;12 mm x 25 cm;
1010_TAI;1010_TAI_317;12 mm x 25/40 cm;
1010_TAI;1010_TAI_2266;12 mm x 25/40 cm;
1010_TAI;1010_TAI_318;12 mm x 28/40 cm;
1010_TAI;1010_TAI_2273;12 mm x 28/40 cm;
1010_TAI;1010_TAI_319;12 mm x 32/45 cm;
1010_TAI;1010_TAI_2268;12 mm x 32/45 cm;
1010_TAI;1010_TAI_3595;12 mmx1,20 m;
1010_TAI;1010_TAI_3623;12 mmx1,2m;
1010_TAI;1010_TAI_3602;12 mmx20/30 cm;
1010_TAI;1010_TAI_3630;12 mmx22/32 cm;
1010_TAI;1010_TAI_3618;12 mmx25/40 cm;
1010_TAI;1010_TAI_3601;12 mmx28/40 cm;
1010_TAI;1010_TAI_3658;12 mmx32/45 cm;
0207_DMMAF;0207_DMMAF_1850;12 mottes;
0207_DMMAF;0207_DMMAF_1860;12 mottes bio;
1010_TAI;1010_TAI_320;12 oeufs;
0306_FSC;0306_FSC_123;12 tiges;
1010_TAI;1010_TAI_4332;12 x 12;
1010_TAI;1010_TAI_2633;12 x 12 cm;
1010_TAI;1010_TAI_346;12 x 12 x 16 cm;
1010_TAI;1010_TAI_347;12 x 13 mm;
1010_TAI;1010_TAI_3981;12 x 240 cm ep 2,7 cm;
1003_LIT;1003_LIT_181;12 x 33 cl;
1010_TAI;1010_TAI_321;12,3 x 15,2 cm;
1010_TAI;1010_TAI_322;12,5 cm;
1010_TAI;1010_TAI_3512;12,5 cm;
1003_LIT;1003_LIT_28;12,5 ml;
1010_TAI;1010_TAI_4330;12,5 x 12,5 h12,5 cm;
1010_TAI;1010_TAI_4236;12,5 x 12,5 h9,5 cm;
1010_TAI;1010_TAI_2537;12.5 cm;
1010_TAI;1010_TAI_4799;L 745 x l 420 x H 120 cm;
1006_POI;1006_POI_256;12.5KG;
0206_FMAF;0206_FMAF_190;12/15 fleurs;
1010_TAI;1010_TAI_3458;d?c-16;
1003_LIT;1003_LIT_30;120 cl;
1010_TAI;1010_TAI_323;120 cm;
1010_TAI;1010_TAI_326;120 cm;
1006_POI;1006_POI_34;120 g;
1008_QUA;1008_QUA_74;120 gr;
1003_LIT;1003_LIT_186;120 l;
1007_PUI;1007_PUI_17;120 l/h;
1003_LIT;1003_LIT_31;120 litres;
1010_TAI;1010_TAI_327;120 mm;
1010_TAI;1010_TAI_3253;120 x 104 cm;
1010_TAI;1010_TAI_4148;120 x 115 cm;
1010_TAI;1010_TAI_2040;120 x 150 cm;
1010_TAI;1010_TAI_328;120 x 180;
1010_TAI;1010_TAI_2678;120 x 180 cm;
1010_TAI;1010_TAI_3719;120 x 240 cm;
1010_TAI;1010_TAI_4030;120 x 30 x 230 cm;
1010_TAI;1010_TAI_3264;120 x 36 cm;
1010_TAI;1010_TAI_329;120 x 40 cm;
1010_TAI;1010_TAI_3514;120 x 40 cm;
1010_TAI;1010_TAI_330;120 x 40 x 45 cm;
1010_TAI;1010_TAI_331;120 x 40 x 50 cm;
1010_TAI;1010_TAI_332;120 x 45 x 62,5 cm;
1010_TAI;1010_TAI_333;120 x 50;
1010_TAI;1010_TAI_2290;120 x 50 cm;
1010_TAI;1010_TAI_2432;120 x 51 x 89 cm;
1010_TAI;1010_TAI_2445;120 x 53 x 61;
1010_TAI;1010_TAI_324;120 x 80 cm;
1010_TAI;1010_TAI_334;120 x 80 cm;
1010_TAI;1010_TAI_2254;120 x 80 cm;
0304_TSC;0304_TSC_280;120/130 cm;
1010_TAI;1010_TAI_2521;120/170 cm;
1006_POI;1006_POI_33;1200 g;
1007_PUI;1007_PUI_15;1200 l/h;
1003_LIT;1003_LIT_29;1200 ml;
1010_TAI;1010_TAI_325;1200 mm;
1007_PUI;1007_PUI_16;1200 w;
1010_TAI;1010_TAI_2003;1200 x 40 mm;
1007_PUI;1007_PUI_14;12000 l/h;
1010_TAI;1010_TAI_69;121;
1010_TAI;1010_TAI_4132;122 x 71 x h76 cm;
1010_TAI;1010_TAI_4140;122 x 71 x h90 cm;
1010_TAI;1010_TAI_335;122 x 79 x 78 cm;
1010_TAI;1010_TAI_2350;122 x 79 x 78 cm;
1010_TAI;1010_TAI_336;122 x 81 x 89 cm;
1010_TAI;1010_TAI_78;1230;
1007_PUI;1007_PUI_18;1230  w;
1010_TAI;1010_TAI_70;125;
1010_TAI;1010_TAI_337;125 cm;
1006_POI;1006_POI_35;125 g;
1003_LIT;1003_LIT_32;125 litres;
1003_LIT;1003_LIT_33;125 ml;
1007_PUI;1007_PUI_20;125 w;
1010_TAI;1010_TAI_338;125 x 103 x 178 cm;
1010_TAI;1010_TAI_2339;125 x 103 x 178 cm;
1010_TAI;1010_TAI_339;125 x 105;
1010_TAI;1010_TAI_2107;125 x 105 mm;
1010_TAI;1010_TAI_340;125 x 115;
1010_TAI;1010_TAI_2102;125 x 115 mm;
1010_TAI;1010_TAI_341;125 x 150;
1010_TAI;1010_TAI_3576;125 x 150 mm;
1010_TAI;1010_TAI_2552;125 x 38 x 45 cm;
1010_TAI;1010_TAI_2446;125 x 56 x 61;
0204_TMAF;0204_TMAF_260;125/150 cm;
1007_PUI;1007_PUI_19;1250 l/h;
1010_TAI;1010_TAI_2711;127 cm;
1010_TAI;1010_TAI_2710;128 cm;
1010_TAI;1010_TAI_342;129 x 86 x 99;
1010_TAI;1010_TAI_4190;129 x 86 x 99 cm;
1010_TAI;1010_TAI_2047;12m²;
1006_POI;1006_POI_200;12x100 g;
1006_POI;1006_POI_201;12x100 g;
1006_POI;1006_POI_37;12x85 g;
1008_QUA;1008_QUA_13;13;
1010_TAI;1010_TAI_13;13;
1006_POI;1006_POI_41;13  kg;
1010_TAI;1010_TAI_348;13 cm;
1010_TAI;1010_TAI_360;13 cm;
0107_PFRU;0107_PFRU_130;13 kg;
1003_LIT;1003_LIT_37;13 litres;
0207_DMMAF;0207_DMMAF_1020;13 litres;
1010_TAI;1010_TAI_361;13 mm;
1010_TAI;1010_TAI_362;13 mm 15/21 20/27;
1010_TAI;1010_TAI_1934;13 mm 15/21 20/27 s/r;
1010_TAI;1010_TAI_3919;13 mm/100 cm;
1010_TAI;1010_TAI_3916;13 mm/200 cm;
1007_PUI;1007_PUI_25;13 w;
1010_TAI;1010_TAI_4178;13 x 12 x 12,3 cm;
1010_TAI;1010_TAI_4171;13 x 12,5 x 12,3 cm;
1010_TAI;1010_TAI_363;13 x 13 x 14 cm;
1010_TAI;1010_TAI_364;13 x 18 cm;
1010_TAI;1010_TAI_2005;13 x 19;
1010_TAI;1010_TAI_2494;13 x 20 cm;
1010_TAI;1010_TAI_2109;13 x 30 cm;
1010_TAI;1010_TAI_365;13 x 9 x 11 cm;
1010_TAI;1010_TAI_14;13,5;
1006_POI;1006_POI_38;13,5  kg;
1010_TAI;1010_TAI_2160;13,5 cm;
1007_PUI;1007_PUI_21;13,5 cv;
1010_TAI;1010_TAI_4147;13,5 x 12,8 x 12 cm;
1010_TAI;1010_TAI_349;13,8 x 15,6 cm;
1006_POI;1006_POI_32;12,5 kg;
1010_TAI;1010_TAI_350;130 cm;
1006_POI;1006_POI_224;130 gr;
1003_LIT;1003_LIT_35;130 litres;
1010_TAI;1010_TAI_351;130 litres;
1001_CONT;1001_CONT_65;0,56L;
1010_TAI;1010_TAI_352;130 m Ø 2mm;
1010_TAI;1010_TAI_353;130 x 80 x 46 cm;
1010_TAI;1010_TAI_354;130 x 82 cm;
1010_TAI;1010_TAI_2435;130 x 82 cm;
0304_TSC;0304_TSC_290;130/140 cm;
1007_PUI;1007_PUI_22;1300 l/h;
1007_PUI;1007_PUI_23;1300 w;
1010_TAI;1010_TAI_355;13-15 mm;
1010_TAI;1010_TAI_356;13-19 mm;
1010_TAI;1010_TAI_2503;134 x 66 x 65;
1006_POI;1006_POI_40;135 g;
1010_TAI;1010_TAI_358;135 x 130;
1010_TAI;1010_TAI_2105;135 x 130 mm;
1007_PUI;1007_PUI_24;1350 l/h;
1007_PUI;1007_PUI_220;13500  l/h;
1010_TAI;1010_TAI_357;135m²;
1010_TAI;1010_TAI_359;137 x 109 x 109;
1010_TAI;1010_TAI_4186;137 x 109 x 109 cm;
1010_TAI;1010_TAI_2924;138 cm;
1003_LIT;1003_LIT_36;138 litres;
1008_QUA;1008_QUA_14;14;
1010_TAI;1010_TAI_15;14;
1006_POI;1006_POI_44;14  kg;
1006_POI;1006_POI_179;14  kg;
1010_TAI;1010_TAI_366;14 cm;
1010_TAI;1010_TAI_372;14 cm;
1003_LIT;1003_LIT_40;14 litres;
0207_DMMAF;0207_DMMAF_1030;14 litres déco.;
1010_TAI;1010_TAI_373;14 mm;
1010_TAI;1010_TAI_4595;14 MM;
1010_TAI;1010_TAI_374;14 mm/100 cm;
1010_TAI;1010_TAI_375;14 mm/40 cm;
0306_FSC;0306_FSC_192;14 tiges;
1007_PUI;1007_PUI_30;14 w;
1010_TAI;1010_TAI_3424;14 x 14;
1010_TAI;1010_TAI_376;14 x 14 cm;
1010_TAI;1010_TAI_377;14 x 15 cm;
1010_TAI;1010_TAI_378;14 x 15 mm;
1010_TAI;1010_TAI_2203;14 x 9,5 x 18,5 cm;
1006_POI;1006_POI_42;14,4  kg;
1006_POI;1006_POI_43;14,5  kg;
1006_POI;1006_POI_186;14,5  kg;
1010_TAI;1010_TAI_4013;14,5 x 12,5 x 23,2 cm;
1010_TAI;1010_TAI_3983;14,6 x 250 cm ep 2,5 cm;
1010_TAI;1010_TAI_3513;14,8 cm;
1010_TAI;1010_TAI_2574;14.5 cm;
1010_TAI;1010_TAI_2923;140 cm;
1010_TAI;1010_TAI_367;140 litres;
1010_TAI;1010_TAI_368;140 mm;
1010_TAI;1010_TAI_4000;140 x 270 cm;
1010_TAI;1010_TAI_3999;140 x 400 cm;
0304_TSC;0304_TSC_300;140/150 cm;
1010_TAI;1010_TAI_79;1400;
1007_PUI;1007_PUI_26;1400  w;
1006_POI;1006_POI_263;1400 g;
1007_PUI;1007_PUI_27;1400 l/h;
1003_LIT;1003_LIT_38;1400 litres;
1007_PUI;1007_PUI_28;14-15 w;
1010_TAI;1010_TAI_369;142 cm;
1010_TAI;1010_TAI_2712;142 x 100 cm;
1010_TAI;1010_TAI_2028;143 x 182 x 217;
1003_LIT;1003_LIT_39;145 litres;
1010_TAI;1010_TAI_370;145 x 125;
1010_TAI;1010_TAI_2099;145 x 125 cm;
1010_TAI;1010_TAI_2942;145 x 85 cm;
1007_PUI;1007_PUI_29;1450 l/h;
1010_TAI;1010_TAI_371;148 cm;
1010_TAI;1010_TAI_2444;148.5 x 86 x 119;
1008_QUA;1008_QUA_83;15;
1010_TAI;1010_TAI_16;15;
1006_POI;1006_POI_47;15  kg;
1006_POI;1006_POI_184;15  kg;
1006_POI;1006_POI_187;15  kg ;
1006_POI;1006_POI_207;15  kg + 3  kg gratuits;
1006_POI;1006_POI_195;15  kg dont 3  kg gratuits;
0306_FSC;0306_FSC_194;15 brins + 3 roses;
1003_LIT;1003_LIT_45;15 cl;
1010_TAI;1010_TAI_417;15 cm;
1010_TAI;1010_TAI_379;15 cm ;
1010_TAI;1010_TAI_418;15 cm x l9 m;
1010_TAI;1010_TAI_4553;15 hauteur 13 cm;
1003_LIT;1003_LIT_46;15 litres;
0207_DMMAF;0207_DMMAF_1040;15 litres;
0207_DMMAF;0207_DMMAF_1050;15 litres déco.;
1010_TAI;1010_TAI_419;15 m;
1003_LIT;1003_LIT_47;15 ml;
1010_TAI;1010_TAI_420;15 mm ;
1010_TAI;1010_TAI_421;15 mm / 120 cm;
1010_TAI;1010_TAI_422;15 mm / 40 cm;
1010_TAI;1010_TAI_423;15 mm / 44 cm;
1010_TAI;1010_TAI_424;15 mm 15/21-20/27;
1010_TAI;1010_TAI_425;15 mm 20/27;
1010_TAI;1010_TAI_380;15 mm c 25 m;
1010_TAI;1010_TAI_1986;15 mm c 25 m;
1010_TAI;1010_TAI_381;15 mm c 50 m;
1010_TAI;1010_TAI_1987;15 mm c 50 m;
1010_TAI;1010_TAI_382;15 mm x 1,2 m;
1010_TAI;1010_TAI_383;15 mm x 1,20 m;
1010_TAI;1010_TAI_384;15 mm x 24/38 cm;
1010_TAI;1010_TAI_385;15 mm x 24/38 cm;
1010_TAI;1010_TAI_386;15 mm x 25/38 cm;
1010_TAI;1010_TAI_2247;15 mm x 25/38 cm;
1010_TAI;1010_TAI_387;15 mm x 25/40 cm;
1010_TAI;1010_TAI_2231;15 mm x 25/40 cm;
1010_TAI;1010_TAI_388;15 mm x 27/38 cm;
1010_TAI;1010_TAI_2243;15 mm x 27/38 cm;
1010_TAI;1010_TAI_389;15 mm x 27/40 cm;
1010_TAI;1010_TAI_2244;15 mm x 27/40 cm;
1010_TAI;1010_TAI_3615;15 mm x 27/40 cm;
1010_TAI;1010_TAI_390;15 mm x 30 cm;
1010_TAI;1010_TAI_2225;15 mm x 30 cm;
1010_TAI;1010_TAI_3608;15 mm x 30 cm;
1010_TAI;1010_TAI_391;15 mm x 30/55 cm;
