family;groups;categories;enabled;sku;achetable_web;acheteur;alignement_pv;avec_gratuite;brochable;concat_arbo-fr_FR;concat_arbo-en_US;concat_arbo-es_ES;contenance;cycle_de_vie;date_fin_detention;designation-fr_FR;ean;eligible_fid;encombrant1;encombrant2;filiere_logistique;fournisseur;libelle_caisse-fr_FR;made_in_france;marque;multi_colis;nomenclature_douaniere;pays_tva;permanent_ephemere-fr_FR;prix_sensible;prix_vente_ttc;provenance;reassort_centralise;segmentation;source_appro;statut-fr_FR;tva;type_article;typologie;unite_achat;unite_contenance;unite_gestion;unite_vente;valeur_D3E_totale_HT;poids_uvc_net;poids_uvc_net-unit;gencod_maitre;art_remplace;categorie_article;prix_vente_web-fr_FR-EUR;prix_vente_web-en_US-EUR;prix_vente_web-es_ES-EUR;prix_achat_web-fr_FR-EUR;prix_achat_web-en_US-EUR;prix_achat_web-es_ES-EUR;statut_referencement;eligible_magento-fr_FR;eligible_magento-en_US;eligible_magento-es_ES;hauteur_uvc;hauteur_uvc-unit;largeur_uvc;largeur_uvc-unit;profondeur_uvc;profondeur_uvc-unit;hauteur17;hauteur17-unit;largeur17;largeur17-unit;longueur18;longueur18-unit;fournisseur_principal;gestion_fournisseur;deee-fr_FR;deee-en_US;deee-es_ES;fournisseur_principal_article;gencod_maitre_article;typologie_a_venir;date_typo_a_venir;code_module_typo-en_US;code_module_typo-es_ES;code_module_typo-fr_FR;typo_module;module_typo-en_US;module_typo-es_ES;module_typo-fr_FR;code_plan-en_US;code_plan-es_ES;code_plan-fr_FR;nom_plan-en_US;nom_plan-es_ES;nom_plan-fr_FR;poids_uvc_brut;poids_uvc_brut-unit;volume_uvc;volume_uvc-unit;date_actif_a_partir_de;date_actif_jusquau;date_disponibilite;photo1;photo2;photo3;photo4;video1;video2;video3;notice1;notice2;perissable;dluo;adr-en_US;adr-es_ES;adr-fr_FR;amm-en_US;amm-es_ES;amm-fr_FR;categorie_DEEE;code_eco_part-en_US;code_eco_part-es_ES;code_eco_part-fr_FR;code_pays_deee;valeur_unitaire_D3E_HT;poids_net_compo_gr;sh4-en_US;sh4-es_ES;sh4-fr_FR;rpd;code_pays_taxe_phyto;montant_eco_part;icpe;certification;nom_commun_bois-en_US;nom_commun_bois-es_ES;nom_commun_bois-fr_FR;nom_scien_bois-en_US;nom_scien_bois-es_ES;nom_scien_bois-fr_FR;prix_vente_ttc_a_venir;date_application_pv_a_venir;ecart_pv;designation_web-fr_FR;description_2-en_US;description_2-es_ES;description_2-fr_FR;description_1-en_US;description_1-es_ES;description_1-fr_FR;texte_seo-en_US;texte_seo-es_ES;texte_seo-fr_FR;garantie;poids_colis_lourd;poids_colis_lourd-unit;eligible_croket;longueur;longueur-unit;diametre;diametre-unit;dimensions-en_US;dimensions-es_ES;dimensions-fr_FR;largeur;largeur-unit;hauteur;hauteur-unit;poids;poids-unit;dimensions9-en_US;dimensions9-es_ES;dimensions9-fr_FR;info_reclasser;1001_CONT;1002_COU;1003_LIT;1004_MAT;1005_PAR;1006_POI;1007_PUI;1008_QUA;1009_SAV;1010_TAI;1011_FOR;1901_CONPA;1902_TAIPA;1013_TAIAN;theme-fr_FR;plus_produit-fr_FR;matiere_accessoires-en_US;matiere_accessoires-es_ES;matiere_accessoires-fr_FR;type_produit_hygiene_chat-en_US;type_produit_hygiene_chat-es_ES;type_produit_hygiene_chat-fr_FR;garantie_choix-en_US;garantie_choix-es_ES;garantie_choix-fr_FR;emballage_renforce-en_US;emballage_renforce-es_ES;emballage_renforce-fr_FR;necessitant_suremballage-en_US;necessitant_suremballage-es_ES;necessitant_suremballage-fr_FR;livraison_web-en_US;livraison_web-es_ES;livraison_web-fr_FR;fournisseur_SAP;fournisseur_Dshi_SAP;fournisseur_Dshi_PIM;plus_produit_1-en_US;plus_produit_1-es_ES;plus_produit_1-fr_FR;plus_produit_2-en_US;plus_produit_2-es_ES;plus_produit_2-fr_FR;nom_gamme-en_US;nom_gamme-es_ES;nom_gamme-fr_FR;marque_web_liste-en_US;marque_web_liste-es_ES;marque_web_liste-fr_FR;exclude_coupon_calculation;collection_campagne-fr_FR;slug_variante;libelle_affichage;rules_validated-en_US;rules_validated-es_ES;rules_validated-fr_FR;price_achat_uvc1;fournisseurs_central_uvc1;fournisseur_magasin_uvc1;colisage_uvc1;minimum_commande_uvc1;type_conditionnement_uvc1;eligible_bo_fournisseurs;date_statut_article;canal_vente-en_US;canal_vente-es_ES;canal_vente-fr_FR;libelle_axes_variance-fr_FR;lien_modele;parent_migration;a_migrer;date_creation_pimibm;date_modif_conditionnement;export_full;ordre_variation;completed;xml_export;ASSOCIE1-groups;ASSOCIE1-products;Bundle-groups;Bundle-products;COMPLEMENTAIRE-groups;COMPLEMENTAIRE-products;REMPLACEMENT-groups;REMPLACEMENT-products;test-groups;test-products
bac_maison_acc_chat;;09,700,2642,20496,W1_40,W2_190,W3_1510,W4_12910;1;1395925;1;SMI;modifiable;0;0;AG/09/700/2642/20496;;;1;1;15/10/2017;GRANDE MAISON TOILETTE;5412087007349;1;0;0;directe;3747;MAISON TOILETTE GM;0;10223;0;39269097;FR;perm_recu;0;32,5;france;1;MNA;1;3;1;0;2;PCE;PCE;PCE;PCE;0;1,68;KILOGRAM;5412087007349;998268;S;32,5;;;13,82;;;ref;non;;;31,5;CENTIMETER;39;CENTIMETER;56;CENTIMETER;31,5;CENTIMETER;39;CENTIMETER;56;CENTIMETER;3747;pim;non;;;3747;5412087007349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;;;;;;;;
